#MCS	Surface_energy
44000	2849.531364389449
44100	2789.6764645340113
44200	3107.5748071965522
44300	2554.5750495372954
44400	2585.3738979706536
44500	3190.0515679685823
44600	2650.013648881744
44700	2329.072546603585
44800	2459.9712214874407
44900	2287.216738725974
45000	2796.7237536986977
45100	3024.9852819078424
45200	2429.9143306864744
45300	2915.3119436262177
45400	2847.3463119545586
45500	2881.413878760443
45600	2741.1166351240054
45700	2375.1763460707616
45800	2898.5117610355824
45900	2859.3254206092374
46000	2791.5149860753663
46100	2416.3467196478846
46200	3021.3884379175943
46300	2647.2558094397814
46400	2924.485943223706
46500	3043.264652487366
46600	3020.9929815538985
46700	3070.1387169734344
46800	3126.311756406843
46900	3094.806902812914
47000	3540.9730378232534
47100	3403.8653466816577
47200	2821.7833931541504
47300	2994.0140861565824
47400	3095.993276787115
47500	3128.463798270441
47600	3293.4823006389365
47700	3516.7460079289817
47800	3225.766279524028
47900	3205.674958522569
48000	3257.2646289316845
48100	2918.5860064317662
48200	2725.7109335040645
48300	3034.5182600042012
48400	3118.0684018027778
48500	3284.361616101647
48600	2893.6915766959955
48700	3239.51595005459
48800	3051.4402747228564
48900	2724.0762990028843
49000	3296.191811956027
49100	3093.4830422535256
49200	3056.1128383914993
49300	3270.2481526449833
49400	3492.63584232409
49500	3503.2698196111733
49600	3719.7906294910126
49700	2975.1114971055094
49800	3883.9814390519136
49900	3532.3434235305317
50000	2895.261704340103
50100	3306.8770162691694
50200	3256.8228504939125
50300	3100.4283922135482
50400	3222.9377523142102
50500	2707.132665742176
50600	3726.5259932871923
50700	3491.252529976743
50800	3242.696993347164
50900	2973.085664266619
51000	3772.203188110695
51100	3324.7524803397523
51200	2845.7990508944013
51300	3078.8999211262117
51400	3047.05953795553
