#MCS	Mean_pressure	{Cells_over_pressure_threshold}
13700	32.777303361432274	26
13800	31.944647255878337	11
13900	32.06090866700846	16
14000	32.07419859731792	19
14100	31.269964718377295	14
14200	31.014213476299464	9
14300	31.363548100872467	16
14400	31.26877476474734	10
14500	31.515758557821	16
14600	30.765731259831682	11
14700	30.83525167297822	12
14800	31.95450226067338	19
14900	31.416376548546904	19
15000	31.641816024310028	12
15100	31.446904640440415	13
15200	31.522721910936117	14
15300	31.14224232169847	11
15400	31.609165972150667	18
15500	31.204956219331653	13
15600	31.802341694241715	17
15700	31.87743031752466	13
15800	31.70038406455996	16
15900	31.80544571936446	16
16000	30.656858163706637	9
16100	31.446540502164744	14
16200	31.029656136364636	15
16300	31.519851188241475	17
16400	31.500127174163865	11
16500	31.55199837112603	12
16600	31.95138388942827	16
16700	31.95495826671141	22
16800	31.129992905353756	11
16900	30.911216484516153	13
17000	31.749546478444163	16
17100	31.818446208890773	16
17200	31.545939622087616	14
17300	31.915918802159258	17
17400	31.32635670624066	16
17500	30.82119936971838	10
17600	31.886638840713132	14
17700	30.846698921451726	12
17800	30.95865111683246	11
17900	31.131143006031298	14
18000	31.396653870709514	8
18100	31.337331526547377	12
18200	30.941820306238206	13
18300	31.63725666247974	15
18400	31.433448608186428	14
18500	31.169829435762196	13
18600	31.679427720653155	18
18700	31.42170062329358	17
18800	32.21389257758334	19
18900	31.23686706597483	14
19000	31.813544735164133	14
19100	31.388141443605	13
19200	31.02327787924257	12
19300	31.702171415945532	13
19400	31.396417321974123	11
19500	31.197799714079057	14
19600	31.881640859280814	17
19700	31.71445344381841	15
19800	31.647916803824337	15
19900	31.983488066831097	16
20000	31.898789511539036	15
20100	31.220927464498892	12
20200	32.14549721876643	19
20300	31.58141929372221	10
20400	32.1931794996332	17
20500	31.64118249003789	13
20600	32.22167440021756	17
20700	32.07380990295983	20
20800	31.36703324359769	13
20900	32.005774306325165	13
21000	32.33252250730471	21
21100	31.37950465370076	12
21200	31.51320290696947	12
21300	31.89318651722907	11
21400	32.224375146506915	19
21500	30.9839451425044	4
21600	31.643870263495863	14
21700	31.499371214004487	15
21800	32.483508954771814	17
21900	32.08770548383714	11
22000	32.02098128758125	17
22100	32.1525005400532	21
22200	32.487425733550396	17
22300	31.753243851385704	10
22400	32.90425151291356	25
22500	32.50663692676198	14
22600	31.10433917670429	11
22700	32.33515713090498	17
22800	31.74091996561916	15
22900	31.625578129838004	10
23000	32.15980952189756	17
23100	31.931365358268987	14
23200	31.869573758724872	10
23300	31.537488992551108	15
23400	32.6619737659622	19
23500	31.922682667560686	15
23600	32.11809107595326	17
23700	32.40023339356246	19
23800	32.68410991732536	18
23900	31.88901925985515	18
24000	32.09532392009797	18
24100	33.03536110025581	22
24200	32.170048513188334	19
24300	32.54541204834449	19
24400	32.08177528211308	18
24500	33.16604478940812	21
24600	31.913726219067602	17
24700	32.0290506571112	13
24800	32.14470928664363	18
24900	32.195127261687404	16
25000	31.28740975452948	11
25100	32.15150193255388	17
25200	32.05005697210394	10
25300	32.216529486932714	19
25400	32.0390095662	16
25500	32.35189439061148	14
25600	31.98276032363594	16
25700	32.22056788429684	18
25800	32.85659259654086	22
25900	32.17945516171754	16
26000	32.36788854638946	22
26100	32.78605386842394	22
26200	32.0937517438093	15
26300	32.63529234518094	22
26400	32.36020063965926	15
26500	32.04363217295798	12
26600	31.934374156547538	13
26700	32.548854744441115	17
26800	32.68855233760827	23
26900	32.31246661320377	15
27000	32.40906498373998	21
27100	32.79669527939729	18
27200	31.96698138110183	14
27300	32.043673369922544	15
27400	32.59876829476732	21
27500	32.425427442489266	18
27600	31.83868271627498	14
27700	32.05840150909181	16
27800	31.69225881319181	9
27900	31.8446851842251	18
28000	32.00170530386513	20
28100	32.536995675248946	19
28200	32.15088182121457	16
28300	32.10166140072739	13
28400	32.17865578822173	19
28500	32.553513898573875	20
28600	32.11520681688264	19
28700	32.1111996761934	10
28800	32.448786444301696	17
28900	32.97013280245932	24
29000	32.33661145630143	15
29100	32.338063633310696	15
29200	32.58241585754538	17
29300	32.32614488572452	20
29400	32.440656399897826	16
29500	32.466806997237825	21
29600	32.15215261396667	13
29700	31.86128171325283	13
29800	31.735250572767253	13
29900	32.234951598526074	17
30000	32.127787856756385	19
30100	32.676970623109604	25
30200	31.924775404922567	15
30300	31.525580483831565	15
30400	31.80403209623915	19
30500	32.545919063318344	24
30600	32.513480424536866	19
30700	31.546828958979223	12
30800	31.65673994010688	11
30900	32.96000352468721	18
31000	32.17210773447839	14
31100	32.665772195252266	21
31200	32.172493393368114	14
31300	32.529009398340676	18
31400	32.18718942977804	18
31500	32.50788837236782	20
31600	32.193640591945396	12
31700	32.610038306973586	22
31800	32.81865023165864	22
31900	32.58483016281766	23
32000	32.68688177996183	16
32100	32.41071696692451	17
32200	32.211226750231965	15
32300	32.66141359839062	18
32400	33.00341168102845	18
32500	32.22458563769303	14
32600	32.926082844059984	18
32700	32.6398793623382	20
32800	32.56651052692524	24
32900	32.84417183485191	28
33000	32.07929367206729	16
33100	32.6571777128499	18
33200	32.37500500672731	20
33300	32.54833508167473	21
33400	33.258671586549056	22
33500	32.519465420790446	21
33600	32.907177368769	24
33700	32.52772675244771	18
33800	32.93306022095555	21
33900	32.55756820121938	21
34000	33.082595175022504	24
34100	32.6412445228934	24
34200	32.701232892342176	20
34300	32.87730754130328	27
34400	33.449652751475476	28
34500	32.93702051331609	28
34600	33.31298297595425	25
34700	33.45907874133045	27
34800	32.521777348491796	19
34900	32.80161512203108	26
35000	32.913651206417164	24
35100	32.91671436659654	27
35200	33.16812454034619	29
35300	33.31810706315218	26
35400	32.94038973586783	23
35500	33.3560730506235	30
35600	33.25219320108045	27
35700	33.87328376334218	34
35800	33.44504347705128	30
35900	33.0295610699975	25
36000	33.64602532775532	30
36100	33.5851058652578	27
36200	33.36815871759561	30
36300	32.99134452081865	29
36400	33.38980034210877	34
36500	33.8400923598788	35
36600	33.53527666964789	35
36700	33.70224350120043	31
36800	33.65380734144229	34
36900	33.86038926500123	35
37000	33.17132599997067	32
37100	33.88512434919756	34
37200	33.906839155179014	40
37300	33.41706633655465	36
37400	33.659617655609374	36
37500	33.79579403756355	33
37600	33.280318356244734	30
37700	33.21222240887569	33
37800	34.53285366114778	42
37900	33.78406561672749	45
38000	33.55395874312625	39
38100	33.98400686698143	37
