#MCS	Total_energy
92900	339652.5555834682
93000	340397.8805022029
93100	341200.30052971694
93200	340137.18696152174
93300	341167.8623998729
93400	341123.5079037973
93500	341654.3199473848
93600	343248.6002898788
93700	342356.132867867
93800	343585.7773408701
93900	343326.7000268986
94000	343743.72236176964
94100	344657.08183137863
94200	344917.9942354417
94300	344810.3521079686
94400	344871.42692469805
94500	345761.3477612125
94600	345604.3005566933
94700	346388.40103296284
94800	346638.576730116
94900	346019.86472119717
95000	347084.85787596944
95100	347534.53434272145
95200	347592.41289270984
95300	348333.176824853
95400	347644.64527740545
95500	348984.09457430546
95600	348896.623152644
95700	349136.52844743396
95800	349485.15123337705
95900	349301.68764366244
96000	349381.4471561886
96100	350212.9623822027
96200	350125.42601625493
96300	351301.1166657151
96400	350820.6852234957
96500	351738.9436762403
96600	351681.25193195365
96700	352762.0413350747
96800	352534.5024591708
96900	352823.6023850217
97000	353197.2958113019
97100	353168.8597834374
97200	353729.40918243706
97300	353954.0122347356
97400	354663.7509912556
97500	353817.59982191585
97600	355253.2729285281
97700	355182.1939148919
97800	355605.62007262977
97900	354932.2142180291
98000	356340.70642854273
98100	356488.6554164086
98200	357054.46462223947
98300	358067.838410479
98400	357977.9337846185
98500	357182.19313597755
98600	358545.66465412575
98700	358054.02241207537
98800	358971.4417653632
98900	360513.3077057751
99000	359401.6264550438
99100	359154.69568626257
99200	360291.3290623523
99300	360731.37797121436
99400	360965.003798288
99500	360704.8187926447
99600	361543.28518640285
99700	361850.1095058952
99800	362057.1467401212
99900	362483.7621858713
100000	363264.1245813842
100100	362638.0464904167
100200	362782.75489898736
100300	363511.0524045633
100400	363458.6231994168
100500	364708.18620228703
100600	364116.2020730102
100700	364862.37305477227
100800	365391.9494546123
100900	366123.6547336627
101000	365675.92092831014
101100	364652.0171426076
101200	365976.8830323599
